id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_01168,everyone was rather distraught as he was widely liked and respected,0,1,0,3,0
eng_train_track_b_01169,the room was small but brightly lit and i sat on a twoseater couch facing the counselor across the room as opposed to lounging on my back while staring at the ceiling with the lights dimmedso what did i learn,0,0,0,0,0
eng_train_track_b_01170,well i was being nice and throwing our trash away at sonic he started to back up so i slammed my hands on the front of the car so he started to pull forward i laughed finding it funny and then i slowly realized that the car was against my shins and my feet were under the bumper of the car,0,2,0,0,1
eng_train_track_b_01171,we pressed play and some rap song came on,0,0,1,0,1
eng_train_track_b_01172,i smoke weed alone i have a tendency to become hungry,0,0,1,0,0
eng_train_track_b_01173,i forget but i never forgive,3,0,0,0,0
eng_train_track_b_01174,we cleaned up another 1520 litres of wine and finished up by the boys lifting the flagon to my mouth while i sculled the last litre or so,0,0,2,0,0
eng_train_track_b_01175,i wish there was some way to know which dreams were going to come true,0,1,0,2,1
eng_train_track_b_01176,my knees are banged to shit tho,0,0,0,1,0
eng_train_track_b_01177,my prep nurse deborah went by debbie which i thought was great because i really wanted my mom with me but it wasnt possible with a csection held my hand and told me to sit very still,0,1,0,0,0
eng_train_track_b_01178,it was a call from the company whose offer i had accepted saying that on the medical check up i signed the contract before i went on medcheck my lungs doesnt seem well,0,2,0,2,0
eng_train_track_b_01179,hopeful six months ago i stood in a strange new place my strange new home in front of a fountain with a shiny penny in my hand,0,0,1,0,0
eng_train_track_b_01180,the priest must have taken pity on me because of the rain because my hands were otherwise engaged and apparently because he thought i looked smokin hot,0,0,1,0,0
eng_train_track_b_01181,sure enough same car,0,0,0,0,2
eng_train_track_b_01182,p s iloveyou guys from the bottom until the top of my heart,0,0,2,0,0
eng_train_track_b_01183,man i was wrong,0,0,0,1,1
eng_train_track_b_01184,scariest part is when i couldnt move my body with my conscious aware of everything and not being able to breathe,0,3,0,1,1
eng_train_track_b_01185,i cringe because i have a morbid fear of stds,0,3,0,0,0
eng_train_track_b_01186,the monster was right in front of me and gripped my arms tightly giving me no chance to escape,0,3,0,0,0
eng_train_track_b_01187,she sat me in the chair and spent a total of 30 seconds looking in my mouth,0,0,0,0,0
eng_train_track_b_01188,being insensitive and ignorant like that is completely uncalled for and that just made me sickeven more there are a couple people that get under my skin a bit,2,0,0,1,0
eng_train_track_b_01189,he happened to be wearing two leather jackets at the time so the machete only cut halfway through his arm right below the elbow,0,2,0,1,2
eng_train_track_b_01190,there isnt a lot left so im going to summarize from this point on,0,0,1,0,0
eng_train_track_b_01191,we went out for pizza everything was grand great conversation no awkwardness until a friend of hers came up and started chatting and then congratulated her on her new boyfriend etc,0,1,1,1,2
eng_train_track_b_01192,instead i have to go down there to find them all drinking,1,0,0,0,0
eng_train_track_b_01193,well i have loads you can share mine,0,0,1,0,0
eng_train_track_b_01194,my foot was tingling for sometime afterwards but the pain was mostly gone and there was no more grinding sensation,0,1,0,0,0
eng_train_track_b_01195,i was eating and drinking well my legs felt fresh and other than a twinge in my achilles tendon i felt on the ball,0,0,1,0,0
eng_train_track_b_01196,i pulled a shard of bone out of my mouth,0,2,0,0,0
eng_train_track_b_01197,by sharlyn guthrie from the sea fate called to me harmless round my ankles danced,0,0,1,0,0
eng_train_track_b_01198,bestworst physics class of my life,0,1,2,1,1
eng_train_track_b_01199,he went and cried literally cried to the guidance counselor,0,0,0,2,1
eng_train_track_b_01200,bitch daniel splashed fish water my face lmfao,1,0,0,0,0
eng_train_track_b_01201,the grip on my wrist tightened and my arm throbbed from the pressure,1,2,0,0,0
eng_train_track_b_01202,that is how you singlehandedly stop a zombie apocalypse,0,0,2,0,1
eng_train_track_b_01203,when i pulled her back in her hand went to the perfect spot on my chest,0,0,1,0,0
eng_train_track_b_01204,when i poked my head in the box to see how they were doing the other one just let out a single peep,0,0,1,0,1
eng_train_track_b_01205,i could still feel glass showering down and now the cut on my head was bleeding pretty badly i could taste the blood as it ran down my face and mixed with my sweat and hit my lips,0,2,0,2,0
eng_train_track_b_01206,we broke up twice,1,1,0,2,0
eng_train_track_b_01207,the whole class turned to look at me and i felt my cheeks flame up a wonderul crimson colour as i tried to bury my head back into my book i wanted to look back up take one more glimpse at her but i darent,0,2,0,1,0
eng_train_track_b_01208,i was on a date with this woman,0,0,1,0,0
eng_train_track_b_01209,my parents blame me,2,1,0,3,0
eng_train_track_b_01210,the interesting part is i hear nothing,0,2,0,0,1
eng_train_track_b_01211,i dropped her at her house assumed she thought it went as badly as i did and thought nothing more of it,0,0,0,1,0
eng_train_track_b_01212,mmm my mouth is watering just thinking about it,0,0,1,0,0
eng_train_track_b_01213,she staggered backwards hit her head hard enough on the wall to leave a dent and slumped down,0,2,0,2,2
eng_train_track_b_01214,it was a mess,1,1,0,1,0
eng_train_track_b_01215,they were filled with garbage dirty clothes and empty tampon containers,1,1,0,1,1
eng_train_track_b_01216,and sometimes an elbow to your side makes you realize that you better get moving tootime waits for no man tom waites makes my spine tremble and thyme makes a good spice,0,1,0,0,0
eng_train_track_b_01217,so i got my hand on the healthy wear powder foundation in creamy beige for 345,0,0,1,0,0
eng_train_track_b_01218,there was the tiniest pause in my head for a moment as i looked round at her,0,1,0,0,0
eng_train_track_b_01219,for puttin my heart into it n come out cryin n sad,0,0,0,3,0
eng_train_track_b_01220,his life was hell,0,2,0,3,0
eng_train_track_b_01221,the waiter obliged though and did box the salad,0,0,1,0,0
eng_train_track_b_01222,and soon well need more cabbage and potatoes,0,0,0,0,0
eng_train_track_b_01223,it was probably about 2100 either way it had already gone very dark was possibly winter time,0,1,0,0,0
eng_train_track_b_01224,while we were swimming i went out where it was almost to my shoulders,0,1,1,0,0
eng_train_track_b_01225,i still have a blank stare on my face,0,0,0,0,0
eng_train_track_b_01226,at one point i got pissed at bryce for holding my hands back while my cell phone rang,2,0,0,0,0
eng_train_track_b_01227,that thing was there,0,2,0,0,2
eng_train_track_b_01228,there i was just inches away from him and for some reason i felt the beating of my heart jump out from within me,0,1,0,0,1
eng_train_track_b_01229,its currently snowing big flakes outside and im crossing my fingers and hoping for a snow day,0,1,1,0,0
eng_train_track_b_01230,nothing but the dark,0,2,0,1,0
eng_train_track_b_01231,she never went through general anesthesia again,0,2,0,1,0
eng_train_track_b_01232,so this is what is going through my head today while i try to tackle an immense amount of work,0,2,0,0,0
eng_train_track_b_01233,my face was just not meant to smile,1,0,0,2,0
eng_train_track_b_01234,the best i could offer was a small keloid scar on the meaty part of my palm from busting a glass while washing dishes,0,0,0,0,0
eng_train_track_b_01235,a penny hit me square in the face,1,1,0,0,1
eng_train_track_b_01236,at this point i am confident that my neck could actually heal completely which is unlike how i felt about it previously,0,0,1,0,0
eng_train_track_b_01237,got me so far,0,0,0,0,0
eng_train_track_b_01238,thoight it was weird,0,1,0,0,1
eng_train_track_b_01239,i was just crying so hard that the tears dripped off my chin and into the sink,0,1,0,2,0
eng_train_track_b_01240,idk what to believe,0,2,0,1,1
eng_train_track_b_01241,so i held it up to my face and waved at it before swallowing itwe got home around 830 am,0,0,0,0,1
eng_train_track_b_01242,makeing a sorta clam shell or like someone praying but sideways around my clentched fist,0,1,0,0,0
eng_train_track_b_01243,a voice from below begged pleaded to be unburied,0,3,0,2,2
eng_train_track_b_01244,i woke up around 1030 with a million thoughts rolling through my head,0,2,0,0,0
eng_train_track_b_01245,i caught a coworker stealing my prescription migraine medicine,2,1,0,0,2
eng_train_track_b_01246,another seventeen were sent to the hospital,0,2,0,3,1
eng_train_track_b_01247,weve never met,0,0,0,0,1
eng_train_track_b_01248,shitty situation dont protect yourself with guns unless shots have already been fired,1,2,0,0,0
eng_train_track_b_01249,i looked down only to see a flashing red light buried in the dirt under my feet,0,1,0,0,1
eng_train_track_b_01250,im tired of fighting against you life im tired of getting up and going into work day after day even when im sick to my stomach and my heads throbbing,1,2,0,2,0
eng_train_track_b_01251,oh this thread is perfect,0,0,3,0,0
eng_train_track_b_01252,tears streaming down my face i say let this end be because of my own making,0,1,0,3,0
eng_train_track_b_01253,every september i used to get a wicked case due to fluid in my ears caused by allergies,0,1,0,1,0
eng_train_track_b_01254,i can see him staring from the corner of my eye i take a small glance and ask myself why,0,1,0,0,1
eng_train_track_b_01255,we dont have anything that they want so they told me,0,2,0,1,1
eng_train_track_b_01256,she lived in the boonies amp one night she was getting ready for bed when she glanced out the window amp saw a red flicker,0,2,0,0,2
eng_train_track_b_01257,crazyanyway my feet knees still hurt this morning,0,1,0,0,0
eng_train_track_b_01258,i then started to cry again with a doll in my arms,0,0,0,3,0
eng_train_track_b_01259,my head smashed into the roof of it hard enough to drive every thought from my head,1,2,0,0,0
eng_train_track_b_01260,i was sweating and panicked,0,3,0,0,0
eng_train_track_b_01261,meaningless at the time,0,0,0,1,0
eng_train_track_b_01262,it was dark but i could see my door was slightly open and on the other side was from what i could tell a giant eye,0,3,0,0,3
eng_train_track_b_01263,in college we had a lot of foreign students at school,0,0,1,0,0
eng_train_track_b_01264,it was really beautiful but being half asleep i didnt want to wake up anymore and so i kept dozing in and out of sleep watching the sunrise for a few moments before closing my eyes again and drifting off to sleep,0,0,1,0,0
eng_train_track_b_01265,now i am resting and i have to do my ear drops again,0,1,0,0,0
eng_train_track_b_01266,i can see it in my head,0,0,0,0,0
eng_train_track_b_01267,it was a joyously frightening ride and as i went to get off the bike i burned my leg on the exhaust,0,1,2,0,0
eng_train_track_b_01268,thats were those people went missing,0,3,0,1,2
eng_train_track_b_01269,it was so fucking weird,0,1,0,0,2
eng_train_track_b_01270,jamming the finger in my mouth to suck on i open my stinging eyes and look over to my nightstand,0,2,0,1,0
eng_train_track_b_01271,and ive imagined an entire life for him his family and his friends,0,0,1,0,0
eng_train_track_b_01272,i remember pirate percy,0,0,1,1,0
eng_train_track_b_01273,i dont mind conditioning but with my hip,0,1,0,0,0
eng_train_track_b_01274,i shook my head,0,0,0,0,0
eng_train_track_b_01275,he looked over my face my chest and slowly down one hand pulling open the tie on my robe,0,0,0,0,0
eng_train_track_b_01276,nothing in his bed not on his pillow not on the bed not on any doorhandlesnothing,0,2,0,1,2
eng_train_track_b_01277,as soon as i came out of the loo to wash my hands a girl stepped out of the loo next to mine followed by an horrendous smell,0,1,0,0,0
eng_train_track_b_01278,what happened to my heart when it broke into pieces,0,0,0,2,0
eng_train_track_b_01279,i never saw that thing again because evidently it was stolen,1,1,0,0,2
eng_train_track_b_01280,ive spent tons of time in the desert in the forest camping hiking,0,0,1,0,0
eng_train_track_b_01281,so the money is taken from the employees,1,0,0,0,0
eng_train_track_b_01282,not too long after my family left a guy came in to hook me up to yet another machine briefly to check my breathing which proved to be labored but not dangerously slow a nurse came in later a gave me a little toy thing to exercise my lungs which helped a bit and another couple guys came in to take an xray of my lungs,0,2,0,0,0
eng_train_track_b_01283,the pain was incredible,0,2,0,2,0
eng_train_track_b_01284,the manager was at the till beside the front door and the rest of us were mopping upstairs cleaning tables and giving the staff toilet and stock room the once over,0,0,0,0,0
eng_train_track_b_01285,i started smoking there,0,0,0,0,0
eng_train_track_b_01286,they have nothing to fear,0,0,1,0,0
eng_train_track_b_01287,i pushed her away looked at the other pups played and did all the little tests but every time someone turned loose of that the little female pup she simplly walked over and crawled in my lap licked my hand,0,0,2,0,0
eng_train_track_b_01288,i used to work for a uk energy company and through asking the right people the right questions i learned about the distribution gap,0,0,1,0,0
eng_train_track_b_01289,during the long and high vocals at the end hair stood up on the back of my neck,0,1,0,0,1
eng_train_track_b_01290,i think my eyes shut immediately after my head hit that pillow,0,0,1,0,0
eng_train_track_b_01291,my pencil is in my hand,0,0,0,0,0
eng_train_track_b_01292,then while it was still on my heart i opened it into a v with my index and middle finger,0,0,1,0,0
eng_train_track_b_01293,where my feet couldnt get warm enough while i slept and i had to wear booties while sleeping,0,1,0,0,0
eng_train_track_b_01294,it buoyed up my heart,0,0,2,0,0
eng_train_track_b_01295,a former boxing coach for the soviet union,0,0,0,0,1
eng_train_track_b_01296,my heart sinks,0,1,0,2,0
eng_train_track_b_01297,liutenant we see the black patch,0,1,0,0,1
eng_train_track_b_01298,my hands were full,0,0,0,0,0
eng_train_track_b_01299,i stirred the surface of the water with my hand my face wiped away only to reform when the mirror settled down again,0,1,0,0,1
eng_train_track_b_01300,i throw my hands up in the air sometimes sayin ayoh got ta let go i wan na celebrate and live my life sayin ayoh baby lets go cause we gon rock this club we gon go all night we gon light it up like its dynamite cause i told you once now i told you twice we gon light it up like its dynamite god i wish i could,0,0,2,0,0
eng_train_track_b_01301,i explain the promotion to them and he is quick to decide he wants three,0,0,1,0,1
eng_train_track_b_01302,i fell to my knees my body shaking with the sorrow i held in me since i woke up,0,0,0,3,0
eng_train_track_b_01303,for many months i learned to shower keeping my elbows close to prevent water from hosing off the ends and totally drenching the place,0,1,0,0,0
eng_train_track_b_01304,ltcrazynuttergt,0,1,0,0,1
eng_train_track_b_01305,maybe i should try to get my hands on some,0,0,0,0,0
eng_train_track_b_01306,warmth acrossed my cheek from golden rays,0,0,1,0,0
eng_train_track_b_01307,as i walked in the door she came around the corner squealing with delight and ran into my arms,0,0,3,0,1
eng_train_track_b_01308,i go in and sit down at my usual seat,0,0,0,0,0
eng_train_track_b_01309,well then by all means curl my toes,0,0,0,0,0
eng_train_track_b_01310,ah to close my eyes and let time fly by because theres so much to gain by forgetting these dreams driving me insane,0,1,0,1,0
eng_train_track_b_01311,it started out like a small ache but as the day progressed it turned into this sharp jabbing pain in my ear,0,2,0,0,0
eng_train_track_b_01312,i most certainly had change,0,0,0,0,0
eng_train_track_b_01313,i think just a week or so until i have my nala kitty back in my arms,0,0,2,0,0
eng_train_track_b_01314,quite the oppositetotal slothstonerdrunk,0,0,0,0,1
eng_train_track_b_01315,we havent talked about it since,0,0,0,1,0
eng_train_track_b_01316,my arms reached forward and i grabbed on to his leg,0,0,0,0,0
eng_train_track_b_01317,i kind of bawled my eyes out at the end i warn you it is highly depressing,0,0,0,2,0
eng_train_track_b_01318,now we just gotta get it home,0,0,1,0,0
eng_train_track_b_01319,d but i took the ones written on my hands one,0,0,2,0,0
eng_train_track_b_01320,i went walking the other day and froze my lungs out,0,1,0,0,0
eng_train_track_b_01321,thankfully it was witnessed by the counselor in full detail,0,1,1,0,0
eng_train_track_b_01322,the other was terrible horrible no good very bad,2,0,0,3,0
eng_train_track_b_01323,with an infant stroller and backup i had my hands full and i needed time to do things,0,1,0,0,0
eng_train_track_b_01324,i get close enough to see the empty bottle and it starts moving a little,0,2,0,0,2
eng_train_track_b_01325,what was the aftermath,0,1,0,0,1
eng_train_track_b_01326,at this point i am starting to have an anxiety attack but i keep listening,0,3,0,0,0
eng_train_track_b_01327,today i ventured to swim class where reese spent the entire 10 to maybe 12 minutes we were in the pool softly crying almost whimpering and licking my shoulder,0,1,0,1,0
eng_train_track_b_01328,it used its claws to tear my living room couch to shreds,2,2,0,1,2
eng_train_track_b_01329,so i tried to make things as simple as possible even though it was a pretty fancy wedding my moms standards,0,0,1,0,0
eng_train_track_b_01330,the tooth fairy paid for my teeth in quarters equivalent to my age in years,0,0,1,0,0
eng_train_track_b_01331,i oblige and he says something about how i have fluid in my lungs and i need to cough it all out,0,1,0,0,0
eng_train_track_b_01332,my nose is so stuffed up right now,0,1,0,1,0
eng_train_track_b_01333,sometimes i have difficulty feeling my feeti much prefer the clouds,0,1,0,0,0
eng_train_track_b_01334,by that point i felt like someone was stabbing my head with a sharp object,0,3,0,0,0
eng_train_track_b_01335,i can only knit for so long till my hands start to hurt and i havent been in a video gaming mood lately so i needed something,0,0,0,0,0
eng_train_track_b_01336,i felt like i had been paddling for all i was worth for the last year and could not seem to get my head above water,0,2,0,2,0
eng_train_track_b_01337,my car door was still open so running into the street after it like a moron i tried getting into the car and winded up missing and getting stuck half in the car and half out getting drug across the street and finally ending up in someones yard when the car came to a stop after rolling over my foot with the tire,1,3,0,1,2
eng_train_track_b_01338,i snapped my phone shut clenching my fist around it tightly,2,0,0,0,0
eng_train_track_b_01339,no noise at all no lights it wasnt pitch black either,0,2,0,0,1
eng_train_track_b_01340,at least not right away,0,0,0,0,1
eng_train_track_b_01341,guys are trying to get in your pants,1,1,0,0,0
eng_train_track_b_01342,i stopped laughing clearing my throat and looking down again,0,0,0,0,0
eng_train_track_b_01343,i witnessed as the age old rock tradition of holding up lighters spread across the 28000 person deep crowd lighting up the entire audience the hair on my arms started to raise until i noticed that,0,1,1,0,0
eng_train_track_b_01344,the promptly beat mein my defense i was only armed with the evil camera my mouth and some water balloons,0,1,0,0,0
eng_train_track_b_01345,stretching until my toes were caught by the sheets and my fingertips brushed the headboard i opened my eyes,0,0,1,0,0
eng_train_track_b_01346,it hadnt been plugged in and cell phones keep time automatically,0,0,0,0,1
eng_train_track_b_01347,light and noise they make my brain pound against my skull,0,2,0,0,0
eng_train_track_b_01348,it started storming outside light at first but it got heavy quick,0,1,0,0,1
eng_train_track_b_01349,freaked all 3 of us out,0,3,0,0,2
eng_train_track_b_01350,just the thought is bring tears to my eyes again,0,0,0,2,0
eng_train_track_b_01351,i always had my nose in a book when i was younger and when i moved up here i lost interest,0,0,0,1,0
eng_train_track_b_01352,she just saw red,3,0,0,0,0
eng_train_track_b_01353,at this point everything goes quiet,0,1,0,0,1
eng_train_track_b_01354,youve clearly been to hell and back,0,1,0,2,0
eng_train_track_b_01355,i said sure thing,0,0,1,0,0
eng_train_track_b_01356,eventually i fell asleep on the floor of her closet,0,1,0,1,0
eng_train_track_b_01357,the afterimage lit up green and orange against my eyelids,0,0,0,0,1
eng_train_track_b_01358,then it hit me,0,1,0,0,2
eng_train_track_b_01359,you dont understand,1,1,0,0,0
eng_train_track_b_01360,we went on rehearsing,0,0,1,0,0
eng_train_track_b_01361,yes johnson arch replied,0,0,0,0,1
eng_train_track_b_01362,the computer screen is really bright and it hurts my eyes,0,2,0,0,0
eng_train_track_b_01363,lets go back to the gym,0,0,1,0,0
eng_train_track_b_01364,that smell i said softly closing my eyes and feeling it rush over me as xavier smiled down at me and shook his head slightly,0,0,1,0,0
eng_train_track_b_01365,one roommate never showered end of the year garbage bags of trash were taken out from her suite,1,0,0,0,1
eng_train_track_b_01366,i never got any waffles either,1,0,0,1,0
eng_train_track_b_01367,this is my creepiest real story,0,3,0,0,1
eng_train_track_b_01368,silence echoed in my head,0,1,0,1,0
eng_train_track_b_01369,my eyes followed noting that there was just the two of us,0,0,0,0,0
eng_train_track_b_01370,clearly i need to get back on some technical trails and regain my footing there my ankles have been spoiled on the easy pavement this winter,0,0,1,0,0
eng_train_track_b_01371,and this charming gorgeous blonde struck up a conversation with me,0,0,2,0,1
eng_train_track_b_01372,it would be her first great grandchild,0,0,2,0,1
eng_train_track_b_01373,i just sat there panting and wiping tears and mucus off my face,0,1,0,2,0
eng_train_track_b_01374,now with my brain the way it is read fried i had quite a difficult time coming up with one for this week,0,1,0,1,0
eng_train_track_b_01375,i turned to take a good look at the pictures and my jaw almost bounced off the kitchen floor,0,1,1,0,2
eng_train_track_b_01376,bless his heart 3 warnings smoking swearing ridiculous spacing apologies i leaned thoughtfully against the brick wall outside of the studio feeling the cold rugged material of the stone press against my back through the black military blazer i wore as i took a drag from my cigarette,0,0,0,0,0
eng_train_track_b_01377,a pink blob thing on a corveyor belt it was really close and slowly went away from me because it was on a corveyor belt i heard some background noise and knew i wasnt hallucinating it someone was walking around in the kitchen so i took the ping pong balls off my eyes to not look crazy,0,2,0,0,2
eng_train_track_b_01378,the park is a small field the only way out is at one end with a small fence with a gate otherwise its closed off,0,1,0,0,0
eng_train_track_b_01379,do you believe in our lord and savior,0,1,0,0,0
eng_train_track_b_01380,to top it all off my back started to sieze up possibly due to compensation habits and stress worrying about the issue,0,2,0,1,0
eng_train_track_b_01381,my brain screams at me as i force myself to sit on the toilet lid,1,2,0,1,0
eng_train_track_b_01382,the winner was announced i slunk outta there briskly striding the twopointfive blocks home inhaled vapour medication which is also miraculous and brushed my teeth,0,2,0,0,1
eng_train_track_b_01383,i sit there with my shotgun and wait,0,3,0,0,0
eng_train_track_b_01384,he had 4 inches and 40 pounds on me and i still won,0,0,3,0,1
eng_train_track_b_01385,i was kind of scared of themso my new knife sharpener came home with me last night and i sharpened all the knives i could lay my hands on,0,2,0,0,0
eng_train_track_b_01386,2k gone right there,2,1,0,2,1
eng_train_track_b_01387,he immeditely broke down in tears from it,0,0,0,3,0
eng_train_track_b_01388,why does my heart beat so fast when i see this one person,0,1,0,0,0
eng_train_track_b_01389,i get the shivers to this day,0,3,0,1,0
eng_train_track_b_01390,this morning after a cup of coffee i went upstairs to get dressed to go running with scout when something caught my eye on the armrest of my rocking chair,0,0,0,0,1
eng_train_track_b_01391,unfortunately this one did not end the same way ours ended,0,0,0,2,1
eng_train_track_b_01392,in my head i was like this is shit,2,1,0,0,0
eng_train_track_b_01393,we hit off immediately and became friends,0,0,3,0,0
eng_train_track_b_01394,it is a relief to be able to write about the things that go on in my head as well as the things that go on in my life on a daily basis,0,0,2,0,0
eng_train_track_b_01395,she was unhappily employed stripping at the time,1,1,0,2,0
eng_train_track_b_01396,the spark leaped through his body into mine and then out my hand to the cart,0,1,0,0,1
eng_train_track_b_01397,also excuse my writing its late,0,0,0,0,0
eng_train_track_b_01398,unfortunately she had been sick and decided to leave early,0,0,0,2,0
eng_train_track_b_01399,things were great for awhile everything was perfect,0,0,3,0,0
eng_train_track_b_01400,i just broke up with a girl i had been dating for a pretty long while,0,1,0,3,0
eng_train_track_b_01401,well i stopped looking after two because i really didnt want to knowand of course the natural progression of this examination is to move to the hair on my head which fared no betteri am my fathers daughter and i am going to be a dashing saltandpepper by the time i am 35,0,0,1,0,1
eng_train_track_b_01402,i watched her live her midlife raise her children and then grow old,0,0,1,1,0
eng_train_track_b_01403,he pulls out a switchblade and cuts the side of my mouth,2,3,0,2,0
eng_train_track_b_01404,several hours of that was enough to put me flat on my back so i took a nice long nap then just rested for the remainder of the day,0,1,0,0,0
eng_train_track_b_01405,she legged it back to house scared shitless,0,3,0,0,1
eng_train_track_b_01406,just stop it already,3,1,0,0,0
eng_train_track_b_01407,something went horribly wrong at the first one and i found my head empty my thoughts run away,0,2,0,2,0
eng_train_track_b_01408,maybe my nose is often runny but i can smell danger well enough,0,1,0,0,0
eng_train_track_b_01409,with a few hours of daylight i immediately hopped on my back after unpacking the car,0,0,2,0,0
eng_train_track_b_01410,she was super happy for m,0,0,3,0,0
eng_train_track_b_01411,its too late,0,1,0,2,0
eng_train_track_b_01412,i thought that i was biting into something hard in my taco but it was my tooth,0,1,0,0,1
eng_train_track_b_01413,i remember waiting for him to fall down,1,1,0,0,0
eng_train_track_b_01414,my nose bled a lot for such a tiny thing,0,0,0,0,0
eng_train_track_b_01415,and it felt good when the little fat puppy clumsily crawled over my feet and licked my nails,0,0,2,0,0
eng_train_track_b_01416,i couldnt sleep last night for the adrenaline running through my veins,0,3,0,0,0
eng_train_track_b_01417,as it engulfs every fiber of muscle in my legs,0,1,0,0,0
eng_train_track_b_01418,so i just kept nodding my head and smiling,0,0,1,0,0
eng_train_track_b_01419,it made me feel weird like my stomach was tightening and i could feel that stupid blush again on the back of my neck and yet i couldnt look awayi dont know how long i stood there staring into his eyes like that,0,2,0,0,1
eng_train_track_b_01420,i screamed the chest pain was so bad i clutched my chest,0,3,0,0,0
eng_train_track_b_01421,after we had finished eating some of us continued shopping or wandering around the shops and a number of times i was told to crouch down with my knees spread or bend over and had the jumper lifted,0,2,0,0,0
eng_train_track_b_01422,he was just plain gone into thin air,0,2,0,1,3
eng_train_track_b_01423,is going to die tonight,0,3,0,2,1
eng_train_track_b_01424,only damage done was scarring and a broken collar bone,0,1,0,1,0
eng_train_track_b_01425,then it suddenly stopped,0,2,0,0,2
eng_train_track_b_01426,wah my face all cringed up,0,0,0,1,0
eng_train_track_b_01427,i also dealt drugs cocaine methamphetamine mushrooms and marijuana,0,2,0,0,1
eng_train_track_b_01428,probably gonna get buried but,0,1,0,1,0
eng_train_track_b_01429,voice will occassionally change like in the movies,0,0,0,0,1
eng_train_track_b_01430,i was housesitting for my grandparents,0,0,0,0,0
eng_train_track_b_01431,i repeatedly thought i am not going there,1,3,0,0,0
eng_train_track_b_01432,she shows up drunk,1,1,0,1,1
eng_train_track_b_01433,i immediately realized what had happened and tried to cover it up by gasping,0,2,0,0,2
eng_train_track_b_01434,i then pushed myself up using my arms,0,0,0,0,0
eng_train_track_b_01435,already got one on my leg want another one on my left leg yeah my left leg my foot the back of my neck my hand want more,0,0,1,0,0
eng_train_track_b_01436,grandmother touches my hand,0,0,1,0,0
eng_train_track_b_01437,out of nowhere my belly started aching,0,1,0,0,1
eng_train_track_b_01438,my feet started taking a heavy beating and the sun was burning my whole body,0,2,0,1,0
eng_train_track_b_01439,one flew up and landed on my knee another kept trying to draw attention to himself by flying up just inches from my face,0,1,0,0,1
eng_train_track_b_01440,i have a little bit of time on my hands okay,0,0,1,0,0
eng_train_track_b_01441,my eyes relaxed and i relaxed for a while,0,0,1,0,0
eng_train_track_b_01442,enthusiastic and filled with hope i entered the voting booth that was so small i had to duck to get in and hit my head,0,0,1,0,1
eng_train_track_b_01443,im pretty sure i know who youre talking about in this post,0,0,0,0,1
eng_train_track_b_01444,i was very sad for that snake who only died because i was too stupid to leave it alone,0,0,0,3,0
eng_train_track_b_01445,people curse at and even hit him,2,2,0,2,0
eng_train_track_b_01446,they were dancing to bolero,0,0,1,0,0
eng_train_track_b_01447,our classmate mark had passed away late last night in his sleep,0,1,0,3,1
eng_train_track_b_01448,he wasnt fucking with me either,2,0,0,0,0
eng_train_track_b_01449,one day we lost all contact,0,1,0,2,0
eng_train_track_b_01450,but for a brief moment my heart and mind started racing,0,1,0,0,0
eng_train_track_b_01451,and turns away falling back asleep,0,0,1,1,0
eng_train_track_b_01452,my jaw was pretty messed up for a month or so swollen couldnt eat without terrible pain,0,2,0,2,0
eng_train_track_b_01453,the object was shaped funny and broken at an odd fracture,0,1,0,0,1
eng_train_track_b_01454,however there is someone else whos trying to win my heart,0,1,1,0,0
eng_train_track_b_01455,the back half is dark and dense woods overgrown only one trail winding through,0,2,0,0,0
eng_train_track_b_01456,as long as it doesnt feel as though my throat and tongue are swelling then theres not much to worry about i guess,0,2,0,0,0
eng_train_track_b_01457,probably towed by now,0,1,0,0,0
eng_train_track_b_01458,i keep trying to keep my head up and not think about it,0,2,0,2,0
eng_train_track_b_01459,so what happens is we get there,0,0,0,0,0
eng_train_track_b_01460,alarms rang in my head,0,2,0,0,0
eng_train_track_b_01461,see i saw the movie trailer first and it looked interesting and yes i do have a bit of a crush on pattinson and in my head i made up my own story,0,0,1,0,0
eng_train_track_b_01462,in that instant this is what went through my brain,0,1,0,0,1
eng_train_track_b_01463,turns out this big lug was basically 90 heart 5 muscle 5 brain,0,0,1,0,1
eng_train_track_b_01464,ive tried sewing pants and a skirt for vivian but both turned out too short so im sending them to baby g i burned my fingers four times in two days,0,1,0,0,0
eng_train_track_b_01465,kinda freaky but it never struck me deep,0,1,0,1,1
eng_train_track_b_01466,i set off down the street walking with my head tilted slightly downwards hiding my face from view,0,2,0,1,0
eng_train_track_b_01467,lets hit it,0,0,2,0,0
eng_train_track_b_01468,i think however it sucked some of my brain cells out of my head,0,1,0,0,0
eng_train_track_b_01469,an obe is an out of body experience,0,0,0,0,1
eng_train_track_b_01470,then without warning they disperse,0,2,0,0,2
eng_train_track_b_01471,the black family behind me looked mortified,0,1,0,1,1
eng_train_track_b_01472,swerved the car so i would make it,0,3,0,0,1
eng_train_track_b_01473,im wasting my time doing nothing with my sisters e5700 hanging on my neck,0,1,0,0,0
eng_train_track_b_01474,and the turbulence and neardeath experiencesi hurt my neck again too,0,3,0,1,0
eng_train_track_b_01475,but early in the morning say five or six they all fell asleep,0,0,0,0,0
eng_train_track_b_01476,comes home later that night to find the money gone,2,2,0,2,2
